N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
1510,Junior Software Engineer,PHP,,1,меньше 3 месяцев,350,70,Харьков,до 50 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,НТУ «ХПИ»,True,ниже среднего,"Веб-разработка,eCommerce",12/06/2017 20:59:52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,350,,DEV,605.65859375
1512,Junior Software Engineer,PHP,,1,1,300,0,Другой,до 50 человек,Продуктовая,мужской,23,Незаконченное высшее,Другой вуз,True,выше среднего,"Веб-разработка,Другое",12/06/2017 21:01:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,300,,DEV,605.65859375
1514,Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,500,500,Ивано-Франковск,до 1000 человек,Аутсорсинговая,мужской,24,Высшее,НТУУ «КПИ»,False,элементарный,Веб-разработка,12/06/2017 21:02:21,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,0.0,0.0,500,,DEV,605.65859375
1516,Junior Software Engineer,Java,,0.5,0.5,460,460,Харьков,до 50 человек,Продуктовая,мужской,20,Незаконченное высшее,НТУ «ХПИ»,True,ниже среднего,Веб-разработка,12/06/2017 21:03:02,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,460,,DEV,605.65859375
1519,Junior Software Engineer,JavaScript,,1,0.25,600,400,Запорожье,до 50 человек,Аутсорсинговая,мужской,34,Высшее,ДонНТУ,False,ниже среднего,Веб-разработка,12/06/2017 21:04:37,"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo S898t+ Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.0,0.25,600,,DEV,605.65859375
1524,Junior Software Engineer,C#/.NET,,1,1,950,450,Киев,свыше 1000 человек,Аутсорсинговая,мужской,23,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Корпоративные системы",12/06/2017 21:06:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,950,,DEV,605.65859375
1527,Junior Software Engineer,JavaScript,,1.5,0.25,600,200,Львов,до 50 человек,Продуктовая,мужской,28,Незаконченное высшее,Другой вуз,False,средний,Веб-разработка,12/06/2017 21:08:08,"Mozilla/5.0 (Linux; Android 5.1; Lenovo P70-A Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,0.25,600,,DEV,605.65859375
1534,Junior Software Engineer,Java,,1,1,920,350,Киев,свыше 1000 человек,Аутсорсинговая,мужской,24,Высшее,НТУУ «КПИ»,False,продвинутый,"Финансы и банки,Корпоративные системы",12/06/2017 21:10:58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,920,,DEV,605.65859375
1535,Junior Software Engineer,Java,,0.5,0.5,450,-150,Киев,до 10 человек,Стартап,мужской,32,Высшее,Другой вуз,False,выше среднего,"Android,Другое",12/06/2017 21:11:01,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 5X Build/N2G47W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,450,,DEV,605.65859375
1536,Junior Software Engineer,PHP,,1,1,480,320,Запорожье,до 10 человек,Аутсорсинговая,мужской,27,Высшее,ЗНТУ,False,ниже среднего,Веб-разработка,12/06/2017 21:12:52,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",1.0,1.0,480,,DEV,605.65859375
1537,Junior Software Engineer,JavaScript,,3,1,2600,650,Киев,до 50 человек,Стартап,мужской,23,Высшее,Другой вуз,False,ниже среднего,Веб-разработка,12/06/2017 21:13:33,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.137 YaBrowser/17.4.1.955 Yowser/2.5 Safari/537.36",3.0,1.0,2600,,DEV,605.65859375
1544,Junior Software Engineer,JavaScript,,1,1,900,300,Киев,до 50 человек,Аутсорсинговая,мужской,23,Высшее,НТУУ «КПИ»,False,ниже среднего,Веб-разработка,12/06/2017 21:18:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",1.0,1.0,900,,DEV,605.65859375
1551,Junior Software Engineer,PHP,,1,1,495,150,Киев,до 50 человек,Аутсорсинговая,мужской,22,Высшее,НУПТ,True,ниже среднего,Веб-разработка,12/06/2017 21:23:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,495,,DEV,605.65859375
1555,Junior Software Engineer,JavaScript,,1,1,600,100,Киев,свыше 1000 человек,Аутсорсинговая,мужской,24,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,12/06/2017 21:25:09,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",1.0,1.0,600,,DEV,605.65859375
1559,Junior Software Engineer,JavaScript,,0.25,0.25,350,0,Киев,до 10 человек,Аутстаффинговая,мужской,30,Незаконченное высшее,Другой вуз,False,ниже среднего,Веб-разработка,12/06/2017 21:27:04,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,0.25,0.25,350,,DEV,605.65859375
1565,Junior Software Engineer,JavaScript,,1,1,900,500,Киев,до 10 человек,Аутстаффинговая,мужской,24,Кандидат,Другой вуз,False,выше среднего,"Веб-разработка,eCommerce",12/06/2017 21:31:22,"Mozilla/5.0 (Linux; Android 4.2.1; JY-G4 Build/JOP40D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",1.0,1.0,900,,DEV,605.65859375
1570,Junior Software Engineer,PHP,,1,1,500,300,Днепр,до 10 человек,Продуктовая,женский,23,Высшее,ДНУ им. Гончара,False,ниже среднего,Веб-разработка,12/06/2017 21:31:49,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",1.0,1.0,500,,DEV,605.65859375
1574,Junior Software Engineer,JavaScript,,2,2,650,150,Киев,до 1000 человек,Продуктовая,мужской,32,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Корпоративные системы",12/06/2017 21:32:41,"Mozilla/5.0 (Linux; Android 5.1; MZ-m3 note Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.2454.94 Mobile Safari/537.36",2.0,2.0,650,,DEV,605.65859375
1577,Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,1000,0,Киев,до 50 человек,Аутсорсинговая,мужской,31,Высшее,НУПТ,False,выше среднего,Веб-разработка,12/06/2017 21:34:30,"Mozilla/5.0 (Linux; Android 5.1; m3 note Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.0,0.0,1000,,DEV,605.65859375
1595,Junior Software Engineer,C#/.NET,,0.5,0.5,400,100,Харьков,до 50 человек,Аутстаффинговая,мужской,23,Высшее,ХНУРЭ,False,средний,Веб-разработка,12/06/2017 21:44:04,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",0.5,0.5,400,,DEV,605.65859375
1604,Junior Software Engineer,Python,,0.5,0.5,300,100,Ивано-Франковск,до 10 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,Другой вуз,True,ниже среднего,"Веб-разработка,Другое",12/06/2017 21:51:44,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,300,,DEV,605.65859375
1611,Junior Software Engineer,C#/.NET,,2,2,850,100,Черновцы,до 50 человек,Аутсорсинговая,мужской,22,Высшее,Другой вуз,False,ниже среднего,"Веб-разработка,Корпоративные системы",12/06/2017 21:55:50,"Mozilla/5.0 (Linux; Android 7.0; FRD-L09 Build/HUAWEIFRD-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",2.0,2.0,850,,DEV,605.65859375
1615,Junior Software Engineer,Python,,0.5,0.5,440,0,Львов,свыше 1000 человек,Аутсорсинговая,мужской,28,Кандидат,Другой вуз,False,средний,"Веб-разработка,Корпоративные системы",12/06/2017 21:59:19,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,440,,DEV,605.65859375
1616,Junior Software Engineer,PHP,,1.5,меньше 3 месяцев,400,100,Днепр,до 50 человек,Продуктовая,мужской,26,Незаконченное высшее,НГУ [Днепропетровск],True,элементарный,Веб-разработка,12/06/2017 21:59:43,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,400,,DEV,605.65859375
1621,Junior Software Engineer,C#/.NET,,0.5,0.5,600,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,27,Высшее,ВНУ им. Даля,False,средний,Корпоративные системы,12/06/2017 22:02:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,600,,DEV,605.65859375
1627,Junior Software Engineer,C#/.NET,,1,1,590,470,Николаев,свыше 1000 человек,Аутсорсинговая,мужской,24,Высшее,ОНПУ,False,выше среднего,"Desktop Applications,Веб-разработка",12/06/2017 22:05:24,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 7 Build/MOB30X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Safari/537.36",1.0,1.0,590,,DEV,605.65859375
1629,Junior Software Engineer,Java,,0.25,0.25,300,0,Днепр,свыше 1000 человек,Аутсорсинговая,мужской,32,Два высших,ДНУ им. Гончара,False,средний,"Desktop Applications,Корпоративные системы",12/06/2017 22:05:37,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/59.0.3071.84 Mobile/14F89 Safari/602.1",0.25,0.25,300,,DEV,605.65859375
1633,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,650,0,Львов,свыше 1000 человек,Аутсорсинговая,мужской,21,Высшее,Львовская Политехника,False,выше среднего,Системное программирование,12/06/2017 22:07:12,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,650,,DEV,605.65859375
1647,Junior Software Engineer,Java,,0.25,0.25,300,300,Львов,свыше 1000 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,ВНТУ,False,средний,Android,12/06/2017 22:14:04,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",0.25,0.25,300,,DEV,605.65859375
1649,Junior Software Engineer,Swift,,1,0.25,800,500,Львов,до 50 человек,Стартап,мужской,22,Незаконченное высшее,ЛНУ им. Франко,True,средний,iOS,12/06/2017 22:14:29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",1.0,0.25,800,,DEV,605.65859375
1651,Junior Software Engineer,C#/.NET,,меньше 3 месяцев,меньше 3 месяцев,600,0,Черновцы,до 1000 человек,Аутсорсинговая,мужской,21,Высшее,Другой вуз,True,выше среднего,"Desktop Applications,Корпоративные системы",12/06/2017 22:16:42,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0,0.0,0.0,600,,DEV,605.65859375
1653,Junior Software Engineer,Python,,0.5,0.25,500,200,Львов,до 10 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,Другой вуз,True,средний,Веб-разработка,12/06/2017 22:18:34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.25,500,,DEV,605.65859375
1662,Junior Software Engineer,PHP,,3,1,1200,0,Киев,до 50 человек,Продуктовая,мужской,24,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,12/06/2017 22:22:26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,1200,,DEV,605.65859375
1663,Junior Software Engineer,Swift,,0.5,0.25,600,200,Полтава,до 50 человек,Аутсорсинговая,мужской,25,Два высших,Другой вуз,False,средний,iOS,12/06/2017 22:23:05,"Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",0.5,0.25,600,,DEV,605.65859375
1669,Junior Software Engineer,C#/.NET,,0.25,0.25,400,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,НАУ,True,выше среднего,"Desktop Applications,Другое",12/06/2017 22:25:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.25,0.25,400,,DEV,605.65859375
1671,Junior Software Engineer,PHP,,0.5,0.5,460,300,Киев,до 50 человек,Стартап,мужской,24,Высшее,Другой вуз,False,средний,Веб-разработка,12/06/2017 22:26:36,"Mozilla/5.0 (Linux; Android 6.0; U20 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.2403.124 Mobile Safari/537.36",0.5,0.5,460,,DEV,605.65859375
1674,Junior Software Engineer,C#/.NET,,1,1,550,400,Тернополь,до 200 человек,Стартап,мужской,21,Высшее,Другой вуз,False,выше среднего,Веб-разработка,12/06/2017 22:28:44,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5 Build/M4B30Z; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3029.83 Mobile Safari/537.36",1.0,1.0,550,,DEV,605.65859375
1682,Junior Software Engineer,Python,,0.5,0.5,800,200,Запорожье,до 50 человек,Аутсорсинговая,мужской,31,Высшее,Другой вуз,False,средний,Веб-разработка,12/06/2017 22:33:08,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/56.0.2924.76 Chrome/56.0.2924.76 Safari/537.36",0.5,0.5,800,,DEV,605.65859375
1683,Junior Software Engineer,Swift,,2,1.5,800,300,Херсон,до 50 человек,Аутсорсинговая,мужской,23,Высшее,Другой вуз,False,средний,iOS,12/06/2017 22:33:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,800,,DEV,605.65859375
1690,Junior Software Engineer,JavaScript,,0.5,0.5,500,0,Харьков,до 10 человек,Другая,мужской,37,Высшее,Другой вуз,False,ниже среднего,Корпоративные системы,12/06/2017 22:36:24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,500,,DEV,605.65859375
1691,Junior Software Engineer,Ruby/Rails,,0.5,0.5,400,400,Харьков,до 50 человек,Аутсорсинговая,мужской,26,Высшее,ХНУРЭ,False,ниже среднего,"Веб-разработка,eCommerce",12/06/2017 22:36:52,"Mozilla/5.0 (iPad; CPU OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",0.5,0.5,400,,DEV,605.65859375
1692,Junior Software Engineer,Ruby/Rails,,0.5,0.5,1400,1400,Киев,до 10 человек,Аутсорсинговая,мужской,19,Незаконченное высшее,НТУУ «КПИ»,False,выше среднего,Веб-разработка,12/06/2017 22:37:45,"Mozilla/5.0 (Linux; Android 4.4.2; K1_turbo Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,1400,,DEV,605.65859375
